Course ID,Question Stem,Question Type,Question Choices
30232, The lettering stood ______ well against the dark background. ,choice,"[{'answerId': 81545, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'of', 'isRight': 0}, {'answerId': 81546, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'out', 'isRight': 1}, {'answerId': 81547, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'for', 'isRight': 0}, {'answerId': 81548, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'from', 'isRight': 0}]"
30232," At this time of year, most people are pining ______ the return of spring. ",choice,"[{'answerId': 81549, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'in', 'isRight': 0}, {'answerId': 81550, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'at', 'isRight': 0}, {'answerId': 81551, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'of', 'isRight': 0}, {'answerId': 81552, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'for', 'isRight': 1}]"
30232," After toiling ______ at work all week, it's good to relax. ",choice,"[{'answerId': 81553, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'upon', 'isRight': 0}, {'answerId': 81554, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'from', 'isRight': 0}, {'answerId': 81555, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'away', 'isRight': 1}, {'answerId': 81556, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'about', 'isRight': 0}]"
30232, A large amount of money will have to be injected ______ the company if it is to survive. ,choice,"[{'answerId': 81557, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'onto', 'isRight': 0}, {'answerId': 81558, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'into', 'isRight': 1}, {'answerId': 81559, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'upon', 'isRight': 0}, {'answerId': 81560, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'from', 'isRight': 0}]"
30232," When you draw parallels ______ two distinct things, it means you highlight the similarities. ",choice,"[{'answerId': 81561, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'upon', 'isRight': 0}, {'answerId': 81562, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'from', 'isRight': 0}, {'answerId': 81563, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'between', 'isRight': 1}, {'answerId': 81564, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'against', 'isRight': 0}]"
30232," Which of the following can BEST replace ""primed"" in ""But it is clear the bosses are primed for a fight""? ",choice,"[{'answerId': 81565, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'prepared', 'isRight': 1}, {'answerId': 81566, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'protected', 'isRight': 0}, {'answerId': 81567, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'processed', 'isRight': 0}, {'answerId': 81568, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'preferred', 'isRight': 0}]"
30232," Which of the following is a synonym of ""underscore"" in ""The latest outburst between them underscores the growing rivalry of their business interests ...""? ",choice,"[{'answerId': 81569, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'undergo', 'isRight': 0}, {'answerId': 81570, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'underestimate', 'isRight': 0}, {'answerId': 81571, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'underline', 'isRight': 1}, {'answerId': 81572, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'understand', 'isRight': 0}]"
30232," Which of the following has the word ""propose"" with the same meaning as that in ""Even by the standards of billionaire-versus-billionaire tiffs, the proposed cage fight between Elon Musk and Mark Zuckerberg stands out""? ",choice,"[{'answerId': 81573, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'How do you propose getting home?', 'isRight': 0}, {'answerId': 81574, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'Since the idea was first proposed, no action has been taken.', 'isRight': 1}, {'answerId': 81575, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'He was afraid that if he proposed she might refuse.', 'isRight': 0}, {'answerId': 81576, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'He was proposed for the job of treasurer.', 'isRight': 0}]"
30232," What does ""rivalry"" mean in ""The latest outburst between them underscores the growing rivalry of their business interests ...""? ",choice,"[{'answerId': 81577, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'an act of saying or showing that you will not do, give or accept something', 'isRight': 0}, {'answerId': 81578, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'a decision or arrangement, often formal and written, between two or more groups or people', 'isRight': 0}, {'answerId': 81579, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'a state in which two people, companies, etc. are competing for the same thing', 'isRight': 1}, {'answerId': 81580, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'the situation in which people have the same opinion, or in which they approve of or accept something', 'isRight': 0}]"
30232," What does ""feud"" mean in ""Behind the Musk-Zuckerberg 'Cage Match' Is a Yearslong Billionaire Feud""? ",choice,"[{'answerId': 81581, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'a high-level competition to decide who is the best, especially in a sport', 'isRight': 0}, {'answerId': 81582, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'an organized event in which people try to win a prize by being the best, fastest, etc.', 'isRight': 0}, {'answerId': 81583, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'the activity of fighting a war, often including the weapons and methods that are used', 'isRight': 0}, {'answerId': 81584, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'an angry and bitter argument between two people or groups of people that continues over a long period of time', 'isRight': 1}]"
30233, This small battle is very important in the context ______ Scottish history.,choice,"[{'answerId': 81185, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'on', 'isRight': 0}, {'answerId': 81186, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'to', 'isRight': 0}, {'answerId': 81187, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'in', 'isRight': 0}, {'answerId': 81188, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'of', 'isRight': 1}]"
30233, The book was a fitting ______ to his career.,choice,"[{'answerId': 81189, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'customer', 'isRight': 0}, {'answerId': 81190, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'culmination', 'isRight': 1}, {'answerId': 81191, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'cultivation', 'isRight': 0}, {'answerId': 81192, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'curriculum', 'isRight': 0}]"
30233,"The meaning can be ______, or idiomatic: it's all about the context.",choice,"[{'answerId': 81193, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'illegible', 'isRight': 0}, {'answerId': 81194, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'literal', 'isRight': 1}, {'answerId': 81195, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'literary', 'isRight': 0}, {'answerId': 81196, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'lilting', 'isRight': 0}]"
30233, They give an ______ optimistic assessment of their own skills and abilities.,choice,"[{'answerId': 81197, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'unrelentingly', 'isRight': 0}, {'answerId': 81198, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'unrepentantly', 'isRight': 0}, {'answerId': 81199, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'unrealistically', 'isRight': 1}, {'answerId': 81200, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'unreasonably', 'isRight': 0}]"
30233," I saw a ______ for the new series of ""Game of Thrones"" last night.",choice,"[{'answerId': 81201, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'track', 'isRight': 0}, {'answerId': 81202, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'trait', 'isRight': 0}, {'answerId': 81203, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'trade', 'isRight': 0}, {'answerId': 81204, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'trailer', 'isRight': 1}]"
30233," Which of the following is the synonym of ""tortuous"" in ""But Barbie's film debut also comes in the context of a much longer and more tortuous journey ...""? ",choice,"[{'answerId': 81205, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'tedious', 'isRight': 0}, {'answerId': 81206, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'complex', 'isRight': 1}, {'answerId': 81207, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'challenging', 'isRight': 0}, {'answerId': 81208, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'tangible', 'isRight': 0}]"
30233," Which of the following is the synonym of ""irrelevant"" in ""... one that leads Barbie into a real world that, for the most part, finds her either dangerous or irrelevant""? ",choice,"[{'answerId': 81209, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'intimate', 'isRight': 0}, {'answerId': 81210, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'familiar', 'isRight': 0}, {'answerId': 81211, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'unrelated', 'isRight': 1}, {'answerId': 81212, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'acquainted', 'isRight': 0}]"
30233," What does ""debut"" mean in ""But Barbie's film debut also comes in the context of a much longer ...""? ",choice,"[{'answerId': 81213, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'an opportunity or reason for doing something', 'isRight': 0}, {'answerId': 81214, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'the force that causes things to happen without any known cause', 'isRight': 0}, {'answerId': 81215, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'the level of possibility that something will happen', 'isRight': 0}, {'answerId': 81216, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'the first public appearance of a product or service', 'isRight': 1}]"
30233," What does ""simultaneously"" mean in ""Barbie looms as simultaneously an unrealistically proportioned airhead and a striving Everywoman""? ",choice,"[{'answerId': 81217, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'in a way that is directly connected or has a strong relationship', 'isRight': 0}, {'answerId': 81218, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'happening or being done at exactly the same time', 'isRight': 1}, {'answerId': 81219, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'used to mean that something is very likely', 'isRight': 0}, {'answerId': 81220, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'close to something or someone in distance or time', 'isRight': 0}]"
30233," What does ""proportioned"" mean in ""Barbie looms as simultaneously an unrealistically proportioned airhead and a striving Everywoman""? ",choice,"[{'answerId': 81221, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'not practical and having a lot of ideas that are not related to real life', 'isRight': 0}, {'answerId': 81222, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'having parts of the size or shape that is described', 'isRight': 1}, {'answerId': 81223, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'suitable for the situation in which something is used', 'isRight': 0}, {'answerId': 81224, 'answerSeq': 0, 'answerKey': '', 'answerValue': 'exciting and mysterious and having a strong effect on your emotions', 'isRight': 0}]"
30234,"Is the allergy tied ______ dairy products, for example? ",choice,"[{'answerId': 79993, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'to', 'isRight': 1}, {'answerId': 79994, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'in', 'isRight': 0}, {'answerId': 79995, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'at', 'isRight': 0}, {'answerId': 79996, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'of', 'isRight': 0}]"
30234,Mr Schulz dismissed fears that the world economy would dip ______ another recession.,choice,"[{'answerId': 79997, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'for', 'isRight': 0}, {'answerId': 79998, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'of', 'isRight': 0}, {'answerId': 79999, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'in', 'isRight': 0}, {'answerId': 80000, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'into', 'isRight': 1}]"
30234,I feel that I have benefited greatly ______ her wisdom.,choice,"[{'answerId': 80001, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'in', 'isRight': 0}, {'answerId': 80002, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'on', 'isRight': 0}, {'answerId': 80003, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'from', 'isRight': 1}, {'answerId': 80004, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'for', 'isRight': 0}]"
30234,The students mainly come from ______ families.,choice,"[{'answerId': 80005, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'afflictive', 'isRight': 0}, {'answerId': 80006, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'affective', 'isRight': 0}, {'answerId': 80007, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'affluent', 'isRight': 1}, {'answerId': 80008, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'affordable', 'isRight': 0}]"
30234,The committee pressed him to ______ more information. ,choice,"[{'answerId': 80009, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'revert', 'isRight': 0}, {'answerId': 80010, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'reveal', 'isRight': 1}, {'answerId': 80011, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'revere', 'isRight': 0}, {'answerId': 80012, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'revel', 'isRight': 0}]"
30234,"Which of the following can BEST replace ""launching"" in ""... launching a painful conversation about racial stereotyping in admissions""?",choice,"[{'answerId': 80013, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'forcing', 'isRight': 0}, {'answerId': 80014, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'triggering', 'isRight': 1}, {'answerId': 80015, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'applying', 'isRight': 0}, {'answerId': 80016, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'lying', 'isRight': 0}]"
30234,"Which of the following is the synonym of ""assuage"" in ""... the decision was unlikely to assuage doubts about the fairness of college admissions""? ",choice,"[{'answerId': 80017, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'realize', 'isRight': 0}, {'answerId': 80018, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'claim', 'isRight': 0}, {'answerId': 80019, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'assume', 'isRight': 0}, {'answerId': 80020, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'relieve', 'isRight': 1}]"
30234,"What does ""fad"" mean in ""'I think college admissions has really dipped into this fad of trauma dumping,' he said""? ",choice,"[{'answerId': 80021, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'a disagreement, or the process of disagreeing', 'isRight': 0}, {'answerId': 80022, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'a style, activity, or interest that is very popular for a short period of time', 'isRight': 1}, {'answerId': 80023, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'loss of respect for or belief in someone or something', 'isRight': 0}, {'answerId': 80024, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'a feeling of excitement, energy, and pleasure', 'isRight': 0}]"
30234,"What does ""dock"" mean in ""...  Asian Americans were docked on a personal rating, according to the lawsuit ...""? ",choice,"[{'answerId': 80025, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'to keep something, especially money, for use in the future', 'isRight': 0}, {'answerId': 80026, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'to put something into a liquid for a short time', 'isRight': 0}, {'answerId': 80027, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'to remove part of something', 'isRight': 1}, {'answerId': 80028, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'to not have or do something enjoyable', 'isRight': 0}]"
30234,"What does ""trauma"" mean in ""'I think college admissions has really dipped into this fad of trauma dumping,' he said""? ",choice,"[{'answerId': 80029, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'the power to be interesting and have a strong effect on people', 'isRight': 0}, {'answerId': 80030, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'a request to the public for money, information, or help', 'isRight': 0}, {'answerId': 80031, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'a thought or belief about something or someone', 'isRight': 0}, {'answerId': 80032, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'severe emotional shock and pain caused by an extremely upsetting experience', 'isRight': 1}]"
30235, She is best known ______ her work on the human brain. ,choice,"[{'answerId': 79913, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'in', 'isRight': 0}, {'answerId': 79914, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'off', 'isRight': 0}, {'answerId': 79915, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'for', 'isRight': 1}, {'answerId': 79916, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'from', 'isRight': 0}]"
30235, Dieters suffer ______ violent mood swings. ,choice,"[{'answerId': 79917, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'in', 'isRight': 0}, {'answerId': 79918, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'for', 'isRight': 0}, {'answerId': 79919, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'from', 'isRight': 1}, {'answerId': 79920, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'upon', 'isRight': 0}]"
30235, The hotel combines comfort ______ convenience. ,choice,"[{'answerId': 79921, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'in', 'isRight': 0}, {'answerId': 79922, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'at', 'isRight': 0}, {'answerId': 79923, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'from', 'isRight': 0}, {'answerId': 79924, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'with', 'isRight': 1}]"
30235," Which of the following can BEST replace ""deteriorated"" in ""Coco had been suffering from depression for a few years but her condition deteriorated drastically over the last few months ...""? ",choice,"[{'answerId': 79925, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'defeated', 'isRight': 0}, {'answerId': 79926, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'declined', 'isRight': 1}, {'answerId': 79927, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'delivered', 'isRight': 0}, {'answerId': 79928, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'defended', 'isRight': 0}]"
30235," Which of the following can BEST replace ""incredibly"" in ""In a post to her social media at the end of 2022, Ms. Lee acknowledged having had an 'incredibly difficult year' but encouraged her followers to spread positivity ...""? ",choice,"[{'answerId': 79929, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'extremely', 'isRight': 1}, {'answerId': 79930, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'commonly', 'isRight': 0}, {'answerId': 79931, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'frequently', 'isRight': 0}, {'answerId': 79932, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'regularly', 'isRight': 0}]"
30235," What does ""stunningly"" mean in ""... the magic of this stunningly beautiful film is truly realized in this evocative love ballad ...""? ",choice,"[{'answerId': 79933, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'used to express what you hope will happen', 'isRight': 0}, {'answerId': 79934, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'in a way that shows that you feel sure about your own ability', 'isRight': 0}, {'answerId': 79935, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'in a way that shows you feel certain that something will happen', 'isRight': 0}, {'answerId': 79936, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'in a way that is extremely surprising or impressive', 'isRight': 1}]"
30235," Which of the following has the word ""color"" with the same meaning as that in ""Combining the flavor and texture of Eastern music with the orchestral color and sensitive lyrics of Western culture ...""? ",choice,"[{'answerId': 79937, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'He could feel the color rising in his cheeks.', 'isRight': 0}, {'answerId': 79938, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'The book includes over 100 photographs in color.', 'isRight': 0}, {'answerId': 79939, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'Her comments added color to the broadcast.', 'isRight': 1}, {'answerId': 79940, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'He seemed nice at first, but he showed his true colors during the crisis.', 'isRight': 0}]"
30235," What does ""drastically"" mean in ""Coco had been suffering from depression for a few years but her condition deteriorated drastically over the last few months ...""? ",choice,"[{'answerId': 79941, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'used when you are saying what the facts of a situation are', 'isRight': 0}, {'answerId': 79942, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'in a way that produces the intended result or a successful result', 'isRight': 0}, {'answerId': 79943, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'in a way that is not finished or does not have everything that it should', 'isRight': 0}, {'answerId': 79944, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': 'in an extreme way that has a sudden, serious or violent effect on something', 'isRight': 1}]"
30235," Which of the following has the word ""realize"" with the same meaning as that in ""... the magic of this stunningly beautiful film is truly realized in this evocative love ballad ...""? ",choice,"[{'answerId': 79945, 'answerSeq': 0, 'answerKey': 'A', 'answerValue': 'The stage designs have been beautifully realized.', 'isRight': 1}, {'answerId': 79946, 'answerSeq': 1, 'answerKey': 'B', 'answerValue': 'The paintings are expected to realize $500,000 each.', 'isRight': 0}, {'answerId': 79947, 'answerSeq': 2, 'answerKey': 'C', 'answerValue': 'He had to realize all his assets to pay off his debts.', 'isRight': 0}, {'answerId': 79948, 'answerSeq': 3, 'answerKey': 'D', 'answerValue': ""As he watched the TV show, he suddenly realized that he'd seen it before."", 'isRight': 0}]"
